id,text,location,type
https://www.airbnb.com/experiences/696755,"I will offer you a drink or coffee at my favorite coffee shop to start so we can get to know each other and then I'll walk you down my favorite street in Rome. While we walk, I will take candid and directed photos of you while you explore with me. I will show you my favorite spots and my favorite places to eat at as I take photos of you. Towards the end of the shoot you will have the chance to either eat a gelato as props (you can buy one) or grab another espresso as props (on me!). We will head towards the bridge to Castel Sant'Angelo where we will end the experience with a walk back to my favorite Cannoli place and have dessert!

This is a group experience
For private shooting contact me @kathrynaimephotography on instagram.

You can check out my portfolio either on fb or insta with that handle.

You will get your portraits a week from your experience, and if you want them the next day you need to pay an extra fee of 20 euros.
Other things to note
Dress in style but dress in a way that you can still comfortably walk around.

This is a group experience of up to four people. If you want a private experience contact me for pricing and details.","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/391855,"NOT YOUR BASIC FOOD TOUR ! (All food is included)

⚠ Hygienic measures : group of 10 people maximum. Hydroalcoholic gel before and after each tasting ! Food is life but safety first. ❤️

Le NO DIET CLUB is your original food porn experience in Paris with the coolest locals.

Because finding the best spots/trends is our speciality, let us introduce you to the best food you don't want to miss around Montmartre and Pigalle by night. :)

Perfect mix between french gastronomy and street food (sweet & savoury) ! Charcuterie, raclette cheese, homemade pita, waffles, ice cream & and more  ! French food but not only ! Tastings may vary depending on the season. :)

▶ What we propose ✔

- Many tastings to share 
- Melty gooey cheese
- Nice walk in Montmartre and Pigalle
- Lots of fun
- Funny/bad jokes
- Smiles
- A list of serious recommendations in Paris
- New friends from all around the world ✌

▶ What this tour IS NOT about ✖ 

- Healthy salads
- A historical tour
- Boring long speeches
- Not only about french food (We love cheese and croissants but not just that eheh)

☺ Book if :

- You are not on a diet 
- You love James Franco 
- You prefer food than sex

⚠ Don't book if : 

- You are on a diet 
- You hate James Franco
- You prefer sex than food","Paris, France",Food and drink
https://www.airbnb.com/experiences/163368,"Photography is my passion and discovering people is my main goal. Shooting with me is not ""just a click and me sending you pictures""—it's also a moment to exchange and discover the cultures of the world. This experience will be focused on the main places in Paris, including the Pyramide du Louvre, Jardin du Palais Royal, Pont des Arts, or around the Eiffel Tower. We can also meet in another place in Paris if you'd like. I look forward to this exchange with you.

Precisions: 
1. I prefer to privatize the experience. Having people who do not know each other is difficult to manage in terms of timing. So as soon as you book, alone or in a group, I prevent other people from booking at the same time as you.

2. Because of the forecast, please come with an umbrella. Rain is not a blocking element for the experience.
Other things to note
If the rendezvous is at midday, I suggest you come with your lunch. Available times and dates can be communicated in a private message.","Paris, France",Art and culture
https://www.airbnb.com/experiences/783049,"e-Buch - Cette méditation est en petit groupe.*
Nous commencerons au bord d'une plage sauvage au coucher du soleil à la Salie en été.
A partir de Septembre en matinée ou dans l' après-midi.*
L'heure est aléatoire en fonction de la nuit. ( le matin est possible aussi.)
C'est un moment de lâcher prise, de détente, de reconnexion et de bienfaits entre l'air de l'océan et l'ambiance de la plage. 
Nous rentrons avant la nuit bien sûre. 
Je demarre la séance par un exercice simple et positif aux vertues naturelles.
Dans cette pratique nous allons expérimenter les 5 sons mères A-O-U(OU)-É-I, appelés aussi sons sources, 
qui se retrouvent chez tous les peuples autochtones. Leur pratique nous relie à la création, au monde vibratoire, au vivant, au subtil, à l’espace, à la terre, à nos cellules…
Nous allierons des postures au son ce qui permet d’unir le son à la forme et de créer une forme de tai chi 
sonore. 
Ensuite nous enchainons avec
les 6 sons taoistes de guérison, différentes postures et sons à répéter afin d'éliminer le stress et les blocages, désintoxiquer les organes enseigné par un des Maître du Tao Mantak Chia.
Suivi d'un ancrage à la Terre, à notre intuition et notre nature profonde pour un ressourcement garanti. 
Je prolonge ce moment pour ensuite vous guider vers une Méditation de pleine conscience aux sons de ma voix et des bols tibétains, bol en cristal, carillons, flû
Autres remarques
Je m'adapte a toute demande n'hésitez pas à me contacter.
Je valide à 2 personnes minimum la séance de  tao & méditation sonore.
J'organise aussi également des séances individuelle de massage sonore de guérison. (Diapason,bol tibetain, bol en cristal) .
2 lieux proposés en fonction des condition","Gironde, France",Wellness
https://www.airbnb.com/experiences/194776,"After boarding at the small Suresnes marina, you will enjoy the thrills of the high speed nautic area just before discovering the Ile Saint Germain chenal full of house boats just at the gates of Paris. Next will be the Ile aux Cygnes and the Statue of Liberty facing us, before reaching the Eiffel Tower for a unique point of view from the Seine. Grand Palais, Pont Alexandre III, Musée d'Orsay and the Louvre will be the next highlights rich in history. You will stroll next to Notre Dame to enjoy a one of a kind experience then we will turn to go back and relish the Seine, its bridges and monuments from the other side of the river.

Either Axel or Alexis will be your private guide and answer all the questions you may have about Paris and France.

Paris by dawn, Paris by day, Paris by night – the choice is yours. I'm flexible with departure time or for custom requests (proposal...), do not hesitate to discuss any special need or schedule that you may have.
Please note that the boat can accommodate 10 people but I limit it to 6 passengers when people know each other (families...) or 4 otherwise. Once a booking occurs I adjust the availability directly so you'll be with maximum 1 other couple . If you want to make sure to have the boat for yourself and make it fully private, please use the ""Book for a private group"" option available when selecting your slot.
Other things to note
I'm bringing snacks, but you can bring anything you want to drink or eat.
Children are allowed, lifejackets of all sizes are available.
There are no toilets on board, so be please be prepared before boarding.
Let me know if you have any special requests, I'll do my best to accommodate them!","Paris, France",Transportation activities
https://www.airbnb.com/experiences/1480466,"- Au début de l'activité, je vous expliquerai le monde merveilleux des abeilles.
- Puis nous irons au rucher en tenue d'apiculteurs pour découvrir les abeilles dans leur monde.
- nous observerons les abeilles de très près, devant leur maison et à travers des vitres d'observation.
- A la fin de la visite, nous aborderons la récole du miel, et une dégustation et vente de miel vous sera proposée.
Expérience unique inoubliable, pour les enfants et les plus grands!

Remarques importantes:
Avant toute réservation, merci de m'envoyer un message pour échanger avec vous, notamment par rapport à l'âge des enfants qui vous accompagnent et la possibilité d'avoir des tenues adéquates pour chacun.

Par ailleurs, l'expérience peut être annulée ou reprogrammée à cause de la météo (nous ne pouvons pas aller au rucher par temps de pluie, d'orages ou de canicule). Un point météo sera fait avec le groupe jour J-1.

De plus, il est possible de m'envoyer un message, pour me proposer d'autres dates et heure, si mes dates ne vous conviennent pas. Je suis assez souvent disponible en semaine et le week-end pour programmer une visite avec vous! Visite possible entre mars et novembre. N'hésitez pas à me contacter.
Autres remarques
Aucune crainte à avoir par rapport aux piqûres d'abeille. Les tenues proposées sont intégrales et efficaces. De plus, nous n'allons pas ouvrir les ruches mais seulement observer les abeilles devant leur maison et à travers des vitres d'observation.","Dordogne, France",Nature and outdoors
https://www.airbnb.com/experiences/399738,"In this tour I will tell the story of Mumbai over the last 2 centuries through its remarkable collection of Victorian and Art Deco buildings which are now a UNESCO world heritage site. I will start at a railway station which receives more than 6 million daily commuters. I will show you why Chatrapati Shivaji Terminus is the grandest Gothic structure in India. 
I will then take you on a walk  to Flora fountain passing the famous Sterling Cinema and Azad Maidan the venue for many memorable inter school cricket matches! 

I will then take you to Eros Cinema  built in Art Deco style. The building resembles a wedding cake as it rises in tiers topped by a semi-circular tower! 
We next walk to an impressive residential  Art Deco building called Empress Court. Living in these Art Deco building used to be a symbol of status and wealth!
I will next show you the Big Ben of India.  Rajabai Tower located in the Mumbai University complex is a Revival-Gothic heritage building. Another surprise is a reading room and library built by a Jewish banker. Regal Cinema the first Art Deco style cinema hall in Mumbai is also in the itinerary. We end the walk at the Gateway of India
Other things to note
As there is a considerable walk, kindly wear comfortable walking shoes","Mumbai, India",Art and culture
https://www.airbnb.com/experiences/467372,"You will learn how to make Healthy Kombucha, first hand in an easy way, with each step  demonstrated before you have a go yourself.  You will leave with an Healthy Kombucha Starter Kit and recipe, everything you need  to start making your own healthy Kombucha, immediately, and continue the process forever.

The session will include:-
What is Kombucha
What are the benefits of Kombucha, why is it popular
Mistakes to avoid during the brewing process
The steps of the brewing process explained and shown
Different types Kombucha brewing processes

What you will get
Guide Booklet -Making Kombucha
Kombucha Recipe
Kombucha Starter Kit - ready to start making your own healthy Kombucha (including; Kombucha Brewing jar,  healthy SCOBY and starter tea, plus other necessary ingredients and jars.)

Included
1.5 hour session demonstrating the step by step the brewing process.
Kombucha Tasting.

If you would like to attend this workshop but are unable find a suitable time, please message me to arrange another session. I conduct one-on-one sessions as well as group workshops, so please feel free to book whatever time suit you.
Other things to note
Bookings for people aged 13 and up are welcome.
Parents may also bring children under 2 years of age,  but will be responsible for their care.

This workshop is intended for beginners who would like to start on their Kombucha brewing journey","Sunshine Coast, Australia",Food and drink
https://www.airbnb.com/experiences/40794,"Nestled away in the picturesque Plaça Reial, this dynamic and interactive experience comprises of a tour around the iconic market, La Boqueria, followed by a hands-on cookery class.
The experience begins with an tour around the nearby La Boqueria. With a rainbow of top-quality produce and diverse blend of aromas. 
Once introduced to their beautiful kitchen, fully stocked with premium chef-approved products, the workshop kicks off with a tasting session. All carefully prepared to perfection, the sampling menu consists of a spectacular array of ten tapas, originating from various cities within Spain. Deliciously garlicky prawns, melt in your mouth croquettes and octopus “feira” are amongst several other 
After being seduced with sublime flavors, it’s time to acquaint yourself with the fundamental basics of Spanish cooking. From kitchen novices to cooking enthusiasts, those of all skills will take pleasure in learning how to cook Just Royal BCN’s traditional menu of Spanish omelette, seafood paella and a regional favorite, the famous ‘crema catalana’.
Cooking complete, you will be invited to their private lounge – a gastronomic dining space oozing elegance and finesse.
Other things to note
Report food allergies.
You have to climb stairs, the building does not have an elevator.
This experience not only allows you to master the art behind the craft of exquisite Spanish cooking but also the chance to mingle with fellow foodies, or simply to enjoy spending time with a loved one","Barcelona, Spain",Food and drink
https://www.airbnb.com/experiences/782348,"I offer a Private Holistic Yoga & Meditation Program that includes yoga, meditation, relaxation and (optional: soul counselling). It is ideal for people who are looking to find stillness within their mind and body, and to heal some aspect in their lives. The skills you will learn offer new ways of dealing with the challenges of life by finding the joy in the present moment, deep relaxation in mind and body, and also find resolution from the memories that take us back into the past (through soulful counselling). 

The session will be sequenced as follows,
Yoga Practice (Hatha or Hatha Vinyasa)
Meditation Practice
Yoga Nidra Relaxation. 
FINISH or SHORT BREAK (if continuing)
Soul psychology session 40 min

The yoga and meditation is designed to relax and calm your nervous system back into its natural state. It will help you find stillness in your mind and body, and also assist in developing deep relaxation, flexibility and strength.

OPTIONAL: The soul counselling is designed to go deeper into the subconscious to explore your emotional wellbeing. These sessions offer a holistic approach to wellness targeting the mental and emotional levels and accessing the somatic sensation of the body expanding on from the yoga and meditation session. (This is OPTIONAL - I can adjust the price, additional $40, if you want to do this part)
Other things to note
Weather permitting, outdoors is beautiful! I do prefer to come to your resort to offer services, so message me if you want that option.","Byron Bay, Australia",Wellness
https://www.airbnb.com/experiences/365970,"On arrival, we will meet and greet each other over a cuppa and discuss the benefits of sustainable cooking.  Next, we enjoy a stroll around Murrnong Manna's garden and pick what is available.  After our forage, we will design our menu based on our pickings, and then prepare our 2-course meal, including main and dessert. Saving the best till last, we will share our meal together( al fresco on my patio or in the dining room, if too cold).
Other things to note
A minimum of 1 guest is required to run a class. Up to 5 guests can participate and be accommodated (3 singles, 1 double) at Murrnong Manna.   Murrnong Manna guests will be prioritised  if numbers are greater than spaces available.","Bendigo, Australia",Food and drink
https://www.airbnb.com/experiences/2269057,"We are a family-friendly Kombucha Brewery located in the scenic corridor East Coast Road, Chennai. Our Kombuchas are a magical, refreshing elixer made from the fermentation of Assam teas creating non-alcoholic drinks rich in gut-healing probiotics. They are chilled, slightly fizzy, slightly sweet, slightly sour and always natural. We create our own unique native flavours - think hibiscus, mulberry & mangoes of India using only regional, organic and ingredients with nothing artificial. 

On arrival, we will provide you with a mask and sanitizer to prep yourself for the fun that follows.

You will be seated in our breezy covered verandah nestled between banana trees, and provided with your own tasting ""shot glass""

Our hostess Divs will go through an introduction to kombucha brewing in a friendly, approachable way. She will introduce you to our ""scobies"" - our funky starter from which our cultures are made. 

She will then take out several flavours of brews available - that varies  - usually at least 6, and go through them one by one ""blind"" - so you and your group have fun guessing- and no worries, you won't actually be blindfolded!

Families and kids love to guess the aromas and taste of these non-alcoholic, naturally fizzy potions. 

You would leave with a better understanding of a locally brewed Kombucha! Drinks are also available for purchase or order.","Chennai, India",Food and drink
https://www.airbnb.com/experiences/523396,"Only Airbnb experience with complete tour of Qutub Minar at Night 

1. Enter from the Mughal styled Qutub Minar's gate into a courtyard and Sarai (built by Sher Shah Suri). 
It's evening, the sun has set and the path is lit with LED lights.

2. After a brief history of Qutub Minar, we walk to the Quwwat-ul-Islam mosque's courtyard having world-famous 2,000 years old non -rusted Iron Pillar. 
The courtyard is fusion of Indian, Persian and Islamic architecture.

3. Moving on to get a close glimpse of Qutub Minar and the interesting background story of its construction and re-construction.

4. All this in the night, the place is quiet and not crowded and perfect for taking Instagram worthy pictures.
Other things to note
The nearest Metro station is Saket (on Yellow line), 10 minutes ride to the Qutub Minar's gate","Gurgaon, India",Art and culture
https://www.airbnb.com/experiences/478837,"When you meet us, you will realize that you couldn't find this experience with someone else. Bike tours are fine but an electric scooter tour is unique. After being instructed on how to use our electric scooters and have given you a test run we will start the tour. First I will give a brief history of Spain and its importance nowadays, as well as encouraging you to take photos and ask questions along the way. From here we will explore the most important and beautiful parts of Seville, as the little squares that only the locals can find between the narrow streets of the Jewish quarter. Meanwhile, you will learn about the area's and the building's importance and history. After the tour, you will not only be showing pictures of Seville to friends and family but also able to tell them more about this impressive city.","Seville, Spain",Art and culture
https://www.airbnb.com/experiences/1475764,"The main attraction of this tour is the White Temple. If you’re looking for ancient ruins, you might be surprised to find a modern architectural masterpiece designed and built by local artist Chaloemchai Khositphiphat.

The Blue Temple or Wat Rong Seua Ten literally translates to ‘temple of the dancing tiger.’ It was built on a site where tigers were said to have jumped over the river. 

If the White Temple was meant to be a stairway to heaven, the Black House has been called a “dark, mysterious, and almost sadistic” representation of hell, complete with preserved animals and a collection of bones. 

Built by Thailand national artist Thawan Duchanee (who incidentally was the mentor of Chaloemchai, the White Temple guy), the Baan dam Museum (Black House) is a cluster of nearly 40 small shadowy structures exhibiting art dating back to the Ayutthaya period. This is truly something the likes of which we’ll never see anywhere else!
Other things to note
IMPORTANT: IF AVAILABLE, PLEASE PROVIDE YOUR HOTEL NAME AND ADDRESS BEFORE COMPLETING THE PAYMENT. Free pick-up from central city of Chiang Mai and the surrounding areas of the Old City Wall in Chiang Mai Provincel. Otherwise, the designated meeting point is the Thapae Gate in Chiang Mai Old City.","Chiang Mai, Thailand",Art and culture
https://www.airbnb.com/experiences/1390531,"Upon arrival on the farm, you will be met by your tour guides, Nigerian Dwarf Goats Billy Willy and Tina. Farmer Katie along with the goats will give you a half hour walking tour of the demonstration farm which includes a growing Food Forest, Pollinator Meadow and Heirloom Plant Trials. During our farm tour you will learn about the principles of permaculture and sustainable agriculture that we utilize on the farm. After a short meander through the woods and grape orchard you will arrive in the “residential” area of the farm which includes the goat barn, chicken coop, greenhouse and tiny house that was designed and built by students! We will tour the greenhouse to see what’s growing and then we will grab some bananas from the tiny house. Guests will have the opportunity to feed our goats and chickens and see them “Go Bananas” for their favorite treat! The tour will end at the goat pen where you will learn about our Speckled Sussex Chickens and Dwarf Nigerian Goats. The remainder of the ninety minute farm experience will be spent hanging out with the farm animals. There will be plenty of time for petting, brushing and of course taking selfies with them. Those who are on Instagram may want to tag themselves with our resident celebrity Little Billy the Goat – “What he lacks in size, he makes up for in kindness!”!
Other things to note
Eggs and produce will be available for purchase seasonally.","Charleston, United States",Nature and outdoors
https://www.airbnb.com/experiences/1116037,"Meet me at city palace gate in the morning, this is where we start our Heritage & Cultural walking tour of Udaipur. I  walk you through the culture and history of Mewar region.
Discover the hidden quarters of this romantic city and offers a great opportunity  to get under the skin of the city. I will take you to  various locals areas where you can interact with  communities engaged in jewellery making, pottery and bamboo craft. Also learn about the local traditions customs attached to the living habits and religious beliefs.
This trip is for those who wants real life experience, photographers, writers and film makers.
Other things to note
Its a walking tour so through narrow streets and bazaars","Udaipur, India",Art and culture
https://www.airbnb.com/experiences/862440,"We will meet at Jenny's Runestone House B&B, We will begin our tour by walking the coastline around Muddy Cove . We will continue up to Lacy's Trail for a view of Hay Cove. We will continue along the trail past juniper bushes and crowberry heath. The trail continues over glacier scraped rock with lichen, roseroot and other plant life on wind swept Round Head. We will have a view of the Sacred Islands, Noddy Bay Head, Cape Bauld the most Northeastern Lighthouse of Newfoundland  and Labrador. The Island of Belle Isle. Whale Watching and Icebergs are to be seen in season. We will see the village of L'Anse aux Meadows and Norstead a Viking Port of Trade below. (On our longer tour we will explore the Viking Settlement of Norstead. It is a great historical experience & Photo Opportunity.) We will make our way back to Hay Cove. Exploring the the rock formations and plant life. Caplin Rolling into spawn in Muddy Cove is a possibility. Sea Eagles,Gannets , Gulls and song sparrows plus other birds can be observed. We will return to our vehicles at Jenny's Runestone House B&B in Hay Cove.
In case of rain and other unacceptable weather,  we will reschedule or discuss alternative indoor locations
Other things to note
1. Hay Cove Village is our meeting & return to Hay Cove 2. L'Anse aux Meadows Village. If inclement weather, we will photograph at Norstead a Viking Port of Trade. Hear the story - picture the place","Bonavista, Canada",Art and culture
https://www.airbnb.com/experiences/1502574,"This is your chance to play the role of a spy and feel the thrill of the chase OUTDOORS. Combining my storytelling/ writing; acting and tour guide skills, I've created this unique clandestine live-action experience.

THE MISSION: An enemy spy is on the move. Join with other Secret Agents (guests like you) to uncover and stop the dangerous plot that threatens our entire city. HQ (the spy headquarters) sends you instructions  through the Airbnb group messaging app. You'll interact with actors; shadow the target; solve encrypted messages; use disguises and more. This mission will bring you through spots of interest around Olympic Village, across a sea channel on a boat (water taxi) and to some ""top secret"" locations. This mission is family friendly and has great photo opportunities.
Other things to note
Be prepared to walk for 40 minutes total with stops along the way; make sure your phone is fully charged and able to receive messages from the AirBnB app. Bring water for your thirst, rain protection for weather.","Vancouver, Canada",Entertainment
https://www.airbnb.com/experiences/188294,"Ever dreamt of experiencing Rome differently, away from the crowds? Are you a regular jogger/runner? Feel like discovering the most famous sights of Rome in only one hour, while getting fit and pursuing your running training? Then this experience is for you!  

We are going to take you on a guided sunrise jog, plunging you into an unexpectedly empty Rome. At this time of the day, most people are still sleeping while you'll witness how rising sun colours reflect on the magnificent ancient monuments and buildings with nuances of pink and gold. This is Rome you’ve probably never seen before!  

NASM certified Personal Trainers, we are passionate about Rome history and culture. That means that we are not just taking you along our jogging route; we planned carefully every step of this running tour for you to learn inside stories and fun facts, have the maximum fun and work out before breakfast. We look forward to working out with you in the Eternal City! 

*If you are interested in longer running tours, please get in touch with me and I'll be happy to accommodate your request :)
Other things to note
Please be sure to wear comfortable workout clothes and shoes.","Rome, Italy",Sports
https://www.airbnb.com/experiences/312626,"​We will visit the most important pieces of the Vatican collection: from the famous Laocoon and the Apollo Belvedere to the Gallery of the Tapestries and the Maps, all the way to the Raphael' Rooms before to get in the Sistine Chapel where you will finally will admire Michelangelo’s amazing frescoes. Due the Covid-19 issue we can not go to San Peter's Basilica. So we will finische the tour in the end of the Vatican Museum.
WE RECOMMEND you to be on time, to respect the others in the group and mostly because we have skip the line tickets with access to the Museums at a specific time.
Other things to note
Vatican Rules: Knees and Shoulders must be cover to entry in the >Sistine Chapel and St. Peter's Basilica. Big bags have to be left at the cloakroom..
Our group departs at 10:00 a.m. as we have skip the line tickets reserved extremely time sensitive. No refund will be recognized for late arrival.","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/1379124,"We’ll meet at acland street one of the busiest street in the neighbourhood full of bars, cafes and shops where ideally we could share a coffee or maybe a beer, after we will walk around to get to the st Kilda botanical gardens, it will take about 20 minutes to explore this awesome place full of nature, at the end  of this experience we will head to the beach where we will see the penguins arrive to the pier in a magical  sunset. During the tour I’ll be talking about , history and stories about how is life around st Kilda.
Other things to note
Come ready for a nice walk","Melbourne, Australia",Art and culture
